"idGrupo";"uriGrupo";"nomeGrupo";"anoCriacao";"projetoTitulo";"projetoUri";"resolucaoTitulo";"resolucaoUri";"subvencionado";"grupoMisto";"ativo";"observacao";"ultimoStatus_idLegislatura";"ultimoStatus_dataStatus";"ultimoStatus_presidenteNome";"ultimoStatus_presidenteUri";"ultimoStatus_documento";"ultimoStatus_oficioTitulo";"ultimoStatus_oficioUri";"ultimoStatus_oficioAutorTipo";"ultimoStatus_oficioAutorNome";"ultimoStatus_oficioAutorUri";"ultimoStatus_oficioDataApresentacao";"ultimoStatus_oficioDataPublicacao"
"64";"https://dadosabertos.camara.leg.br/api/v2/grupos/64";"Brasil/Peru";"2001";"12/1999";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/21639";"23/2001";"";"0";"1";"1";"";"57";"2023-02-02T00:00:00";"ROBERTO DUARTE";"https://dadosabertos.camara.leg.br/api/v2/deputados/220588";"294/2023";"";"";"Deputado(a)";"Roberto Duarte";"https://dadosabertos.camara.leg.br/api/v2/deputados/220588";"2023-02-02T00:00:00";"2023-02-02T00:00:00"
"65";"https://dadosabertos.camara.leg.br/api/v2/grupos/65";"Brasil/Polônia";"1994";"203/1994";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/237117";"59/1994";"";"0";"1";"1";"";"57";"2023-02-07T00:00:00";"GENERAL GIRÃO";"https://dadosabertos.camara.leg.br/api/v2/deputados/204473";"299/2023";"";"";"Deputado(a)";"General Girão";"https://dadosabertos.camara.leg.br/api/v2/deputados/204473";"2023-02-07T00:00:00";"2023-02-07T00:00:00"
"66";"https://dadosabertos.camara.leg.br/api/v2/grupos/66";"Brasil/Portugal";"1995";"37/1995";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/235367";"2/1995";"";"0";"1";"1";"";"57";"2023-04-25T00:00:00";"ANTONIO BRITO";"https://dadosabertos.camara.leg.br/api/v2/deputados/160553";"887/2023";"";"";"Deputado(a)";"Antonio Brito";"https://dadosabertos.camara.leg.br/api/v2/deputados/160553";"2023-03-16T00:00:00";"2023-04-25T00:00:00"
"68";"https://dadosabertos.camara.leg.br/api/v2/grupos/68";"Brasil/Reino da Tailândia";"1993";"88/1991";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/236024";"33/1993";"";"0";"1";"1";"";"57";"2023-02-07T00:00:00";"FÉLIX MENDONÇA JÚNIOR";"https://dadosabertos.camara.leg.br/api/v2/deputados/160666";"278/2023";"6/2023";"";"Deputado(a)";"Félix Mendonça Júnior";"https://dadosabertos.camara.leg.br/api/v2/deputados/160666";"2023-02-07T00:00:00";"2023-02-07T00:00:00"
"70";"https://dadosabertos.camara.leg.br/api/v2/grupos/70";"Brasil/Reino Unido (Grã-Bretanha)";"1995";"65/1995";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/235754";"3/1995";"";"0";"1";"1";"";"57";"2023-02-02T00:00:00";"VINICIUS CARVALHO";"https://dadosabertos.camara.leg.br/api/v2/deputados/141555";"293/2023";"";"";"Deputado(a)";"Vinicius Carvalho";"https://dadosabertos.camara.leg.br/api/v2/deputados/141555";"2023-02-02T00:00:00";"2023-02-02T00:00:00"
"120";"https://dadosabertos.camara.leg.br/api/v2/grupos/120";"Brasil/República da Irlanda";"2023";"10/2021";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2270327";"3/2023";"";"0";"1";"1";"";"57";"2023-08-30T00:00:00";"MÁRCIO MARINHO";"https://dadosabertos.camara.leg.br/api/v2/deputados/150418";"3134/2023";"";"";"Deputado(a)";"Márcio Marinho";"https://dadosabertos.camara.leg.br/api/v2/deputados/150418";"2023-06-15T00:00:00";"2023-08-30T00:00:00"
"67";"https://dadosabertos.camara.leg.br/api/v2/grupos/67";"Brasil/República das Filipinas";"1996";"98/1996";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/236140";"13/1996";"";"0";"1";"1";"";"57";"2023-02-02T00:00:00";"DAVID SOARES";"https://dadosabertos.camara.leg.br/api/v2/deputados/204511";"323/2023";"";"";"Deputado(a)";"David Soares";"https://dadosabertos.camara.leg.br/api/v2/deputados/204511";"2023-02-02T00:00:00";"2023-02-02T00:00:00"
"12";"https://dadosabertos.camara.leg.br/api/v2/grupos/12";"Brasil/República do Azerbaijão";"2013";"184/2013";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/571451";"34/2013";"";"0";"0";"1";"";"57";"2023-02-02T00:00:00";"CLAUDIO CAJADO";"https://dadosabertos.camara.leg.br/api/v2/deputados/74537";"290/2023";"2/2023";"";"Deputado(a)";"Claudio Cajado";"https://dadosabertos.camara.leg.br/api/v2/deputados/74537";"2023-02-02T00:00:00";"2023-02-02T00:00:00"
"94";"https://dadosabertos.camara.leg.br/api/v2/grupos/94";"Brasil/República Dominicana";"2017";"171/2016";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2110424";"22/2017";"";"0";"1";"1";"";"57";"2023-02-02T00:00:00";"ROSANGELA GOMES";"https://dadosabertos.camara.leg.br/api/v2/deputados/178945";"228/2023";"";"";"Deputado(a)";"Rosangela Gomes";"https://dadosabertos.camara.leg.br/api/v2/deputados/178945";"2023-02-02T00:00:00";"2023-02-02T00:00:00"
"75";"https://dadosabertos.camara.leg.br/api/v2/grupos/75";"Brasil/Romênia";"1994";"201/1994";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/237106";"67/1994";"";"0";"1";"1";"";"57";"2023-02-02T00:00:00";"FÉLIX MENDONÇA JÚNIOR";"https://dadosabertos.camara.leg.br/api/v2/deputados/160666";"239/2023";"5/2023";"";"Deputado(a)";"Félix Mendonça Júnior";"https://dadosabertos.camara.leg.br/api/v2/deputados/160666";"2023-02-02T00:00:00";"2023-02-07T00:00:00"
"74";"https://dadosabertos.camara.leg.br/api/v2/grupos/74";"Brasil/Rússia";"1996";"85/1996";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/235992";"10/1996";"";"0";"1";"1";"Há também a Resolução 9/89 (PRC 167/89), que cria o Grupo Brasil/União Soviética.";"57";"2023-07-07T00:00:00";"ARLINDO CHINAGLIA";"https://dadosabertos.camara.leg.br/api/v2/deputados/73433";"2384/2023";"";"";"Deputado(a)";"Arlindo Chinaglia";"https://dadosabertos.camara.leg.br/api/v2/deputados/73433";"2023-05-04T00:00:00";"2023-07-07T00:00:00"
"77";"https://dadosabertos.camara.leg.br/api/v2/grupos/77";"Brasil/Síria";"2010";"80/2007";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/363703";"17/2010";"";"0";"1";"1";"";"57";"2023-02-10T00:00:00";"ARLINDO CHINAGLIA";"https://dadosabertos.camara.leg.br/api/v2/deputados/73433";"391/2023";"";"";"Deputado(a)";"Arlindo Chinaglia";"https://dadosabertos.camara.leg.br/api/v2/deputados/73433";"2023-02-10T00:00:00";"2023-02-10T00:00:00"
"78";"https://dadosabertos.camara.leg.br/api/v2/grupos/78";"Brasil/Suécia";"2009";"297/2006";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/318034";"14/2009";"";"0";"1";"1";"";"57";"2023-02-02T00:00:00";"MARIA ROSAS";"https://dadosabertos.camara.leg.br/api/v2/deputados/204540";"226/2023";"";"";"Deputado(a)";"Maria Rosas";"https://dadosabertos.camara.leg.br/api/v2/deputados/204540";"2023-02-02T00:00:00";"2023-02-02T00:00:00"
"79";"https://dadosabertos.camara.leg.br/api/v2/grupos/79";"Brasil/Suíça";"2003";"79/2003";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/";"9/2003";"";"0";"1";"1";"";"57";"2023-02-02T00:00:00";"DAVID SOARES";"https://dadosabertos.camara.leg.br/api/v2/deputados/204511";"318/2023";"";"";"Deputado(a)";"David Soares";"https://dadosabertos.camara.leg.br/api/v2/deputados/204511";"2023-02-02T00:00:00";"2023-02-02T00:00:00"
"82";"https://dadosabertos.camara.leg.br/api/v2/grupos/82";"Brasil/Turquia";"2004";"102/2003";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/";"27/2004";"";"0";"1";"1";"";"57";"2023-02-02T00:00:00";"FÉLIX MENDONÇA JÚNIOR";"https://dadosabertos.camara.leg.br/api/v2/deputados/160666";"275/2023";"1/2023";"";"Deputado(a)";"Félix Mendonça Júnior";"https://dadosabertos.camara.leg.br/api/v2/deputados/160666";"2023-02-02T00:00:00";"2023-02-07T00:00:00"
"83";"https://dadosabertos.camara.leg.br/api/v2/grupos/83";"Brasil/Ucrânia";"1996";"71/1996";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/235832";"4/1996";"";"0";"1";"1";"";"57";"2023-02-02T00:00:00";"FÉLIX MENDONÇA JÚNIOR";"https://dadosabertos.camara.leg.br/api/v2/deputados/160666";"279/2023";"7/2023";"";"Deputado(a)";"Félix Mendonça Júnior";"https://dadosabertos.camara.leg.br/api/v2/deputados/160666";"2023-02-02T00:00:00";"2023-02-07T00:00:00"
"84";"https://dadosabertos.camara.leg.br/api/v2/grupos/84";"Brasil/União Européia";"2008";"48/2007";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/350262";"3/2008";"";"0";"1";"1";"";"57";"2023-02-10T00:00:00";"ARLINDO CHINAGLIA";"https://dadosabertos.camara.leg.br/api/v2/deputados/73433";"389/2023";"";"";"Deputado(a)";"Arlindo Chinaglia";"https://dadosabertos.camara.leg.br/api/v2/deputados/73433";"2023-02-10T00:00:00";"2023-02-10T00:00:00"
"87";"https://dadosabertos.camara.leg.br/api/v2/grupos/87";"Brasil/Uruguai";"2012";"163/2004";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/";"16/2012";"";"0";"1";"1";"";"57";"0023-02-02T00:00:00";"CARLOS GOMES";"https://dadosabertos.camara.leg.br/api/v2/deputados/178962";"292/2023";"";"";"Deputado(a)";"Carlos Gomes";"https://dadosabertos.camara.leg.br/api/v2/deputados/178962";"0023-02-02T00:00:00";"2023-02-02T00:00:00"
"89";"https://dadosabertos.camara.leg.br/api/v2/grupos/89";"Brasil/Vietnã";"1999";"95/1996";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/236105";"4/1999";"";"0";"1";"1";"";"57";"2023-08-30T00:00:00";"MÁRCIO HONAISER";"https://dadosabertos.camara.leg.br/api/v2/deputados/220687";"21032023/2023";"104/2023";"";"Deputado(a)";"Márcio Honaiser";"https://dadosabertos.camara.leg.br/api/v2/deputados/220687";"2023-04-25T00:00:00";"2023-08-30T00:00:00"
"13";"https://dadosabertos.camara.leg.br/api/v2/grupos/13";"Brasil/Belarus";"2006";"294/2006";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/317527";"44/2006";"";"0";"1";"1";"";"56";"2019-02-04T00:00:00";"VINICIUS CARVALHO";"https://dadosabertos.camara.leg.br/api/v2/deputados/141555";"272/2019";"6/2019";"";"Deputado(a)";"VINICIUS CARVALHO";"https://dadosabertos.camara.leg.br/api/v2/deputados/141555";"2019-02-04T00:00:00";"2019-02-04T00:00:00"
"19";"https://dadosabertos.camara.leg.br/api/v2/grupos/19";"Brasil/Camarões";"2003";"80/2003";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/";"7/2003";"";"0";"1";"1";"Grupo nunca instalado.";"56";"2019-08-21T00:00:00";"OSSESIO SILVA";"https://dadosabertos.camara.leg.br/api/v2/deputados/204422";"5302/2019";"16/2019";"";"Deputado(a)";"OSSESIO SILVA";"https://dadosabertos.camara.leg.br/api/v2/deputados/204422";"2019-08-21T00:00:00";"2019-08-26T00:00:00"
"21";"https://dadosabertos.camara.leg.br/api/v2/grupos/21";"Brasil/Catar";"2013";"218/2003";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/";"43/2013";"";"0";"0";"1";"";"56";"2019-03-25T00:00:00";"LOESTER TRUTIS";"https://dadosabertos.camara.leg.br/api/v2/deputados/204382";"1417/2019";"22/2019";"";"Deputado(a)";"LOESTER TRUTIS";"https://dadosabertos.camara.leg.br/api/v2/deputados/204382";"2019-03-25T00:00:00";"2019-03-25T00:00:00"
"93";"https://dadosabertos.camara.leg.br/api/v2/grupos/93";"Brasil/Costa Rica";"2015";"14/1999";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/21643";"13/2015";"";"0";"1";"1";"";"56";"2019-03-26T00:00:00";"GURGEL";"https://dadosabertos.camara.leg.br/api/v2/deputados/204442";"1475/2019";"13/2019";"";"Deputado(a)";"GURGEL";"https://dadosabertos.camara.leg.br/api/v2/deputados/204442";"2019-03-26T00:00:00";"2019-03-26T00:00:00"
"42";"https://dadosabertos.camara.leg.br/api/v2/grupos/42";"Brasil/Irã";"1993";"142/1993";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/236593";"39/1993";"";"0";"1";"1";"";"56";"2020-07-29T00:00:00";"ROMAN";"https://dadosabertos.camara.leg.br/api/v2/deputados/178930";"3766/2020";"";"";"Deputado(a)";"Roman";"https://dadosabertos.camara.leg.br/api/v2/deputados/178930";"2020-07-29T00:00:00";"2020-08-19T00:00:00"
"43";"https://dadosabertos.camara.leg.br/api/v2/grupos/43";"Brasil/Iraque";"2011";"39/1999";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/21678";"5/2011";"";"0";"1";"1";"";"56";"2021-07-19T00:00:00";"DAVID SOARES";"https://dadosabertos.camara.leg.br/api/v2/deputados/204511";"4028/2021";"0/2021";"";"Deputado(a)";"David Soares";"https://dadosabertos.camara.leg.br/api/v2/deputados/204511";"2021-07-19T00:00:00";"2021-08-03T00:00:00"
"47";"https://dadosabertos.camara.leg.br/api/v2/grupos/47";"Brasil/Jamaica";"2006";"270/2005";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/305646";"42/2006";"";"0";"1";"1";"";"56";"2019-06-19T00:00:00";"DANIEL SILVEIRA";"https://dadosabertos.camara.leg.br/api/v2/deputados/204454";"1601/2019";"";"";"Deputado(a)";"HELIO LOPES";"https://dadosabertos.camara.leg.br/api/v2/deputados/204444";"2019-03-28T00:00:00";"2019-03-28T00:00:00"
"52";"https://dadosabertos.camara.leg.br/api/v2/grupos/52";"Brasil/Luxemburgo";"2013";"140/2012";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/549726";"36/2013";"";"0";"0";"1";"";"56";"2019-06-19T00:00:00";"DANIEL SILVEIRA";"https://dadosabertos.camara.leg.br/api/v2/deputados/204454";"1603/2019";"";"";"Deputado(a)";"HELIO LOPES";"https://dadosabertos.camara.leg.br/api/v2/deputados/204444";"2019-03-28T00:00:00";"2019-03-28T00:00:00"
"112";"https://dadosabertos.camara.leg.br/api/v2/grupos/112";"Brasil/Malawi";"2019";"81/2019";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/";"11/2019";"";"0";"0";"1";"";"56";"2019-11-26T00:00:00";"MANUEL MARCOS";"https://dadosabertos.camara.leg.br/api/v2/deputados/204469";"8205/2019";"26/2019";"";"Deputado(a)";"MANUEL MARCOS";"https://dadosabertos.camara.leg.br/api/v2/deputados/204469";"2019-11-26T00:00:00";"2019-11-28T00:00:00"
"96";"https://dadosabertos.camara.leg.br/api/v2/grupos/96";"Brasil/Mongólia";"2013";"179/2013";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/568435";"44/2013";"";"0";"0";"1";"";"56";"2019-06-12T00:00:00";"DAVID SOARES";"https://dadosabertos.camara.leg.br/api/v2/deputados/204511";"3645/2019";"11/2019";"";"Deputado(a)";"DAVID SOARES";"https://dadosabertos.camara.leg.br/api/v2/deputados/204511";"2019-06-12T00:00:00";"2019-06-12T00:00:00"
"92";"https://dadosabertos.camara.leg.br/api/v2/grupos/92";"Brasil/Países da América Central";"2017";"54/2015";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/1307361";"23/2017";"";"0";"1";"1";"";"56";"2019-02-04T00:00:00";"VINICIUS CARVALHO";"https://dadosabertos.camara.leg.br/api/v2/deputados/141555";"269/2019";"4/2019";"";"Deputado(a)";"VINICIUS CARVALHO";"https://dadosabertos.camara.leg.br/api/v2/deputados/141555";"2019-02-04T00:00:00";"2019-02-04T00:00:00"
"62";"https://dadosabertos.camara.leg.br/api/v2/grupos/62";"Brasil/Panamá";"2011";"146/2001";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/27671";"6/2011";"";"0";"1";"1";"";"56";"2019-03-26T00:00:00";"BIBO NUNES";"https://dadosabertos.camara.leg.br/api/v2/deputados/204388";"1442/2019";"6/2009";"";"Deputado(a)";"BIBO NUNES";"https://dadosabertos.camara.leg.br/api/v2/deputados/204388";"2019-03-26T00:00:00";"2019-03-26T00:00:00"
"95";"https://dadosabertos.camara.leg.br/api/v2/grupos/95";"Brasil/Quênia";"2013";"100/2011";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/530396";"46/2013";"";"0";"0";"1";"";"56";"2019-03-21T00:00:00";"DAVID SOARES";"https://dadosabertos.camara.leg.br/api/v2/deputados/204511";"1393/2019";"10/2019";"";"Deputado(a)";"DAVID SOARES";"https://dadosabertos.camara.leg.br/api/v2/deputados/204511";"2019-03-21T00:00:00";"2019-03-22T00:00:00"
"69";"https://dadosabertos.camara.leg.br/api/v2/grupos/69";"Brasil/Reino dos Países Baixos (Holanda)";"1996";"77/1996";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/235900";"7/1996";"";"0";"1";"1";"";"56";"2022-04-25T00:00:00";"MARCEL VAN HATTEM";"https://dadosabertos.camara.leg.br/api/v2/deputados/156190";"1123/2019";"5/2019";"";"Deputado(a)";"JULIO CESAR RIBEIRO";"https://dadosabertos.camara.leg.br/api/v2/deputados/204372";"2019-03-15T00:00:00";"2019-03-15T00:00:00"
"111";"https://dadosabertos.camara.leg.br/api/v2/grupos/111";"Brasil/República da Costa do Marfim";"2019";"80/2019";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2207838";"10/2019";"";"0";"1";"1";"";"56";"2019-12-17T00:00:00";"OSSESIO SILVA";"https://dadosabertos.camara.leg.br/api/v2/deputados/204422";"8879/2019";"17/2019";"";"Deputado(a)";"OSSESIO SILVA";"https://dadosabertos.camara.leg.br/api/v2/deputados/204422";"2019-12-17T00:00:00";"2019-12-17T00:00:00"
"72";"https://dadosabertos.camara.leg.br/api/v2/grupos/72";"Brasil/República Eslovaca";"1995";"184/1993";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/236969";"79/1995";"";"0";"1";"1";"";"56";"2019-12-05T00:00:00";"RODRIGO DE CASTRO";"https://dadosabertos.camara.leg.br/api/v2/deputados/141531";"8512/2019";"1/2019";"";"Deputado(a)";"RODRIGO DE CASTRO";"https://dadosabertos.camara.leg.br/api/v2/deputados/141531";"2019-12-05T00:00:00";"2019-12-09T00:00:00"
"73";"https://dadosabertos.camara.leg.br/api/v2/grupos/73";"Brasil/República Tcheca";"1998";"188/1998";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/237004";"32/1998";"";"0";"1";"1";"Há também a Resolução 73/94 (PRC 185/93) e a Resolução 28/90 (PRC 223/90).";"56";"2019-03-25T00:00:00";"LOESTER TRUTIS";"https://dadosabertos.camara.leg.br/api/v2/deputados/204382";"1418/2019";"23/2019";"";"Deputado(a)";"LOESTER TRUTIS";"https://dadosabertos.camara.leg.br/api/v2/deputados/204382";"2019-03-25T00:00:00";"2019-03-25T00:00:00"
"81";"https://dadosabertos.camara.leg.br/api/v2/grupos/81";"Brasil/Tunísia";"2000";"157/1997";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/25787";"12/2000";"";"0";"1";"1";"";"56";"2019-12-11T00:00:00";"SIDNEY LEITE";"https://dadosabertos.camara.leg.br/api/v2/deputados/204557";"8755/2019";"";"";"Deputado(a)";"SIDNEY LEITE";"https://dadosabertos.camara.leg.br/api/v2/deputados/204557";"2019-12-11T00:00:00";"2019-12-16T00:00:00"
"88";"https://dadosabertos.camara.leg.br/api/v2/grupos/88";"Brasil/Venezuela";"1991";"239/1990";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/237281";"8/1991";"";"0";"1";"1";"Em 31/10/2013, foi recebido o OF 2362, do Senado Federal, comunicando a promulgação da Resolução n. 46/2013, que criou o GP Brasil-Venezuela.";"56";"2021-06-23T00:00:00";"HIRAN GONÇALVES";"https://dadosabertos.camara.leg.br/api/v2/deputados/178959";"3382/2021";"0/2021";"";"Deputado(a)";"Hiran Gonçalves";"https://dadosabertos.camara.leg.br/api/v2/deputados/178959";"2021-06-23T00:00:00";"2021-06-23T00:00:00"
"1";"https://dadosabertos.camara.leg.br/api/v2/grupos/1";"Brasil/África";"2004";"42/2003";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/";"21/2004";"";"0";"1";"1";"";"55";"2017-08-18T00:00:00";"TAKAYAMA";"https://dadosabertos.camara.leg.br/api/v2/deputados/74385";"4326/2017";"";"";"Deputado(a)";"TAKAYAMA";"https://dadosabertos.camara.leg.br/api/v2/deputados/74385";"2017-08-18T00:00:00";"2017-08-21T00:00:00"
"17";"https://dadosabertos.camara.leg.br/api/v2/grupos/17";"Brasil/Bulgária";"2009";"80/2000";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/21726";"11/2009";"";"0";"1";"1";"";"55";"2015-08-26T00:00:00";"FLEXA RIBEIRO";"";"5258/2015";"4/2015";"";"Senador(a)";"FLEXA RIBEIRO";"";"2015-08-26T00:00:00";"2015-08-26T00:00:00"
"58";"https://dadosabertos.camara.leg.br/api/v2/grupos/58";"Brasil/Nepal";"2013";"171/2013";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/565959";"30/2013";"";"0";"0";"1";"";"55";"2017-11-09T00:00:00";"WELITON PRADO";"https://dadosabertos.camara.leg.br/api/v2/deputados/160518";"6048/2017";"1/2017";"";"Deputado(a)";"WELITON PRADO";"https://dadosabertos.camara.leg.br/api/v2/deputados/160518";"2017-11-09T00:00:00";"2017-11-09T00:00:00"
"98";"https://dadosabertos.camara.leg.br/api/v2/grupos/98";"União Interparlamentar";"1955";"21/1955";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/235113";"28/1955";"";"1";"0";"1";"";"55";"2015-02-26T00:00:00";"MAURÍCIO QUINTELLA LESSA";"https://dadosabertos.camara.leg.br/api/v2/deputados/74050";"877/2015";"";"";"Deputado(a)";"MAURÍCIO QUINTELLA LESSA";"https://dadosabertos.camara.leg.br/api/v2/deputados/74050";"2015-02-26T00:00:00";"2015-02-27T00:00:00"
"3";"https://dadosabertos.camara.leg.br/api/v2/grupos/3";"Brasil/Albânia";"2013";"84/2011";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/521996";"40/2013";"";"0";"1";"1";"";"54";"2013-10-24T00:00:00";"PAES LANDIM";"https://dadosabertos.camara.leg.br/api/v2/deputados/74319";"5376/2013";"";"";"Deputado(a)";"PAES LANDIM";"https://dadosabertos.camara.leg.br/api/v2/deputados/74319";"2013-10-24T00:00:00";"2013-10-31T00:00:00"
"49";"https://dadosabertos.camara.leg.br/api/v2/grupos/49";"Brasil/Líbia";"2000";"111/2000";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/25785";"17/2000";"";"0";"1";"1";"";"54";"2012-06-06T00:00:00";"ADRIAN";"https://dadosabertos.camara.leg.br/api/v2/deputados/160577";"3590/2012";"46/2012";"";"Deputado(a)";"ADRIAN";"https://dadosabertos.camara.leg.br/api/v2/deputados/160577";"2012-06-06T00:00:00";"2012-06-12T00:00:00"
"56";"https://dadosabertos.camara.leg.br/api/v2/grupos/56";"Brasil/República do Paquistão";"2013";"72/2003";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/";"28/2013";"";"0";"1";"1";"";"54";"2013-06-25T00:00:00";"DR. UBIALI";"https://dadosabertos.camara.leg.br/api/v2/deputados/141498";"3157/2013";"111/2013";"";"Deputado(a)";"DR. UBIALI";"https://dadosabertos.camara.leg.br/api/v2/deputados/141498";"2013-06-25T00:00:00";"2013-06-28T00:00:00"
"99";"https://dadosabertos.camara.leg.br/api/v2/grupos/99";"Associação Interparlamentar de Turismo";"1957";"77/1956";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/235890";"93/1957";"";"1";"0";"1";"";"53";"2007-04-04T00:00:00";"ÁTILA LINS";"https://dadosabertos.camara.leg.br/api/v2/deputados/74090";"";"";"";"Outro(a)";"Mariângela Gonçalves Cascão - Chefe de Gabinete do Sen. Efraim Morais";"";"2007-04-04T00:00:00";"2007-04-30T00:00:00"
"71";"https://dadosabertos.camara.leg.br/api/v2/grupos/71";"Brasil/Coréia do Norte (República Democrática da Coréia)";"1994";"178/1993";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/236920";"72/1994";"";"0";"1";"1";"";"53";"2008-12-04T00:00:00";"VALDIR COLATTO";"https://dadosabertos.camara.leg.br/api/v2/deputados/74010";"2997/2008";"2/2008";"";"Deputado(a)";"VALDIR COLATTO";"https://dadosabertos.camara.leg.br/api/v2/deputados/74010";"2008-12-04T00:00:00";"2008-12-08T00:00:00"
"80";"https://dadosabertos.camara.leg.br/api/v2/grupos/80";"Brasil/Timor Leste";"2000";"71/2000";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/25781";"13/2000";"";"0";"1";"1";"";"51";"2000-06-06T00:00:00";"JOAO HERRMANN NETO";"https://dadosabertos.camara.leg.br/api/v2/deputados/74781";"";"1/2000";"";"Deputado(a)";"JOAO HERRMANN NETO";"https://dadosabertos.camara.leg.br/api/v2/deputados/74781";"2000-06-06T00:00:00";""
"100";"https://dadosabertos.camara.leg.br/api/v2/grupos/100";"Parlatino (Parlamento Latino-Americano)";"";"";"";"";"";"0";"0";"0";"";"51";"1999-08-20T00:00:00";"LAURA CARNEIRO";"https://dadosabertos.camara.leg.br/api/v2/deputados/74856";"";"";"";"Deputado(a)";"LAURA CARNEIRO";"https://dadosabertos.camara.leg.br/api/v2/deputados/74856";"1999-08-20T00:00:00";""
"24";"https://dadosabertos.camara.leg.br/api/v2/grupos/24";"Brasil/Chipre";"2013";"86/2011";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/524061";"37/2013";"";"0";"0";"1";"Grupo nunca instalado.";"";"";"";"";"";"";"";"";"";"";"";""
"27";"https://dadosabertos.camara.leg.br/api/v2/grupos/27";"Brasil/Coveite (Kuwait)";"1993";"105/1992";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/236220";"34/1993";"";"0";"1";"1";"";"";"";"";"";"";"";"";"";"";"";"";""
"121";"https://dadosabertos.camara.leg.br/api/v2/grupos/121";"Brasil/Dinamarca";"2023";"45/2019";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2195473";"5/2023";"";"0";"1";"1";"";"";"";"";"";"";"";"";"";"";"";"";""
"30";"https://dadosabertos.camara.leg.br/api/v2/grupos/30";"Brasil/Egito";"1997";"114/1996";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/236323";"19/1997";"";"0";"1";"1";"";"";"";"";"";"";"";"";"";"";"";"";""
"59";"https://dadosabertos.camara.leg.br/api/v2/grupos/59";"Brasil/Nigéria";"2008";"97/2000";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/21746";"2/2008";"";"0";"1";"1";"";"";"";"";"";"";"";"";"";"";"";"";""
"76";"https://dadosabertos.camara.leg.br/api/v2/grupos/76";"Brasil/Senegal";"1993";"91/1992";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/236058";"44/1993";"";"0";"0";"1";"";"";"";"";"";"";"";"";"";"";"";"";""
"97";"https://dadosabertos.camara.leg.br/api/v2/grupos/97";"Franco-Brasileiro";"1967";"155/1966";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/236711";"34/1967";"";"0";"1";"1";"";"";"";"";"";"";"";"";"";"";"";"";""
